Date;Dernier
26/12/2016;1758.48
27/12/2016;1760.56
28/12/2016;1750.48
29/12/2016;1752.96
30/12/2016;1751.22
02/01/2017;1753.09
03/01/2017;1757.99
04/01/2017;1773.96
05/01/2017;1782.46
06/01/2017;1783.1
09/01/2017;1776.94
10/01/2017;1779.62
11/01/2017;1778.17
12/01/2017;1783.44
13/01/2017;1788.23
16/01/2017;1783.76
17/01/2017;1782.86
18/01/2017;1785.69
19/01/2017;1776.02
20/01/2017;1782.71
23/01/2017;1781.43
24/01/2017;1790.57
25/01/2017;1805.81
26/01/2017;1803.75
27/01/2017;1803.39
30/01/2017;1792.06
31/01/2017;1792.4
01/02/2017;1793.39
02/02/2017;1795.11
03/02/2017;1805.51
06/02/2017;1798.21
07/02/2017;1797.29
08/02/2017;1802.26
09/02/2017;1807.54
10/02/2017;1814.71
13/02/2017;1823.34
14/02/2017;1823.63
15/02/2017;1833.55
16/02/2017;1836.56
17/02/2017;1836.5
20/02/2017;1836.78
21/02/2017;1843.05
22/02/2017;1842.37
23/02/2017;1845.35
24/02/2017;1840.8
27/02/2017;1841.57
28/02/2017;1838.7
01/03/2017;1856.34
02/03/2017;1848.84
03/03/2017;1848.98
06/03/2017;1845.7
07/03/2017;1840.57
08/03/2017;1834.72
09/03/2017;1835.9
10/03/2017;1845.88
13/03/2017;1850.02
14/03/2017;1842.98
15/03/2017;1854.15
16/03/2017;1864.1
17/03/2017;1863.08
20/03/2017;1860.53
21/03/2017;1846.39
22/03/2017;1842.63
23/03/2017;1844.97
24/03/2017;1845.81
27/03/2017;1845.15
28/03/2017;1858.88
29/03/2017;1856.76
30/03/2017;1859.95
31/03/2017;1853.69
03/04/2017;1848.97
04/04/2017;1850.02
05/04/2017;1845.95
06/04/2017;1846.59
07/04/2017;1845.46
10/04/2017;1846.78
11/04/2017;1847.88
12/04/2017;1842.98
13/04/2017;1833.12
14/04/2017;1832.28
17/04/2017;1846.13
18/04/2017;1837.34
19/04/2017;1835.04
20/04/2017;1846.65
21/04/2017;1842.06
24/04/2017;1871.65
25/04/2017;1882.04
26/04/2017;1882.44
27/04/2017;1881.14
28/04/2017;1878.28
01/05/2017;1882.49
02/05/2017;1886.15
03/05/2017;1883.13
04/05/2017;1886.48
05/05/2017;1896.75
08/05/2017;1897.32
09/05/2017;1893.41
10/05/2017;1895.93
11/05/2017;1891.21
12/05/2017;1892.97
15/05/2017;1901.64
16/05/2017;1906.23
17/05/2017;1882.62
18/05/2017;1880.96
19/05/2017;1894.77
22/05/2017;1904.92
23/05/2017;1906.69
24/05/2017;1907.81
25/05/2017;1914.59
26/05/2017;1912.21
29/05/2017;1911.7
30/05/2017;1909.9
31/05/2017;1911.74
01/06/2017;1923.1
02/06/2017;1935.21
05/06/2017;1931.73
06/06/2017;1926.05
07/06/2017;1927.06
08/06/2017;1924.2
09/06/2017;1922.79
12/06/2017;1918.7
13/06/2017;1928.74
14/06/2017;1930.52
15/06/2017;1916.52
16/06/2017;1923.24
19/06/2017;1936.52
20/06/2017;1922.54
21/06/2017;1920
22/06/2017;1921.54
23/06/2017;1925.01
26/06/2017;1927.49
27/06/2017;1917.57
28/06/2017;1931.73
29/06/2017;1919.59
30/06/2017;1916.43
03/07/2017;1920.58
04/07/2017;1918.9
05/07/2017;1920.33
06/07/2017;1909.01
07/07/2017;1913.18
10/07/2017;1917.11
11/07/2017;1915.67
12/07/2017;1932.86
13/07/2017;1936.94
14/07/2017;1948.07
17/07/2017;1948.58
18/07/2017;1949.66
19/07/2017;1958.56
20/07/2017;1963.31
21/07/2017;1958.77
24/07/2017;1954.84
25/07/2017;1960.59
26/07/2017;1961.9
27/07/2017;1963.54
28/07/2017;1960.32
31/07/2017;1961.1
01/08/2017;1970.39
02/08/2017;1970.29
03/08/2017;1968.72
04/08/2017;1967.77
07/08/2017;1971.76
08/08/2017;1966.81
09/08/2017;1961.88
10/08/2017;1940.28
11/08/2017;1937.73
14/08/2017;1952.58
15/08/2017;1949.23
16/08/2017;1954.04
17/08/2017;1936.32
18/08/2017;1930.4
21/08/2017;1932.22
22/08/2017;1945.18
23/08/2017;1942.15
24/08/2017;1939.65
25/08/2017;1944.56
28/08/2017;1946.28
29/08/2017;1945.05
30/08/2017;1947.53
31/08/2017;1959.74
01/09/2017;1965.79
04/09/2017;1963.32
05/09/2017;1954.64
06/09/2017;1959.15
07/09/2017;1964.57
08/09/2017;1964.52
11/09/2017;1981.97
12/09/2017;1988.28
13/09/2017;1986.74
14/09/2017;1983.42
15/09/2017;1987.72
18/09/2017;1990.58
19/09/2017;1996.09
20/09/2017;1998.69
21/09/2017;1990.33
22/09/2017;1994.58
25/09/2017;1989.08
26/09/2017;1983.25
27/09/2017;1988
28/09/2017;1992.36
29/09/2017;2000.55
02/10/2017;2004.67
03/10/2017;2009.63
04/10/2017;2010.95
05/10/2017;2016.15
06/10/2017;2014.02
09/10/2017;2013.12
10/10/2017;2021.55
11/10/2017;2024.54
12/10/2017;2023.64
13/10/2017;2028.01
16/10/2017;2029.89
17/10/2017;2027.36
18/10/2017;2030.44
19/10/2017;2033.29
20/10/2017;2035.58
23/10/2017;2030.06
24/10/2017;2031.38
25/10/2017;2023.48
26/10/2017;2025.69
27/10/2017;2034.6
30/10/2017;2034.59
31/10/2017;2036.8
01/11/2017;2041.17
02/11/2017;2043.24
03/11/2017;2045.47
06/11/2017;2046.8
07/11/2017;2046.78
08/11/2017;2050.7
09/11/2017;2042.36
10/11/2017;2040.25
13/11/2017;2035.71
14/11/2017;2031.88
15/11/2017;2021.03
16/11/2017;2035.81
17/11/2017;2033.18
20/11/2017;2035.73
21/11/2017;2047.15
22/11/2017;2050.06
23/11/2017;2053.28
24/11/2017;2059.54
27/11/2017;2055.77
28/11/2017;2066.55
29/11/2017;2066.22
30/11/2017;2077.36
01/12/2017;2069.37
04/12/2017;2069.99
05/12/2017;2063.64
06/12/2017;2058.22
07/12/2017;2063.58
08/12/2017;2073.46
11/12/2017;2081.24
12/12/2017;2083.43
13/12/2017;2084.37
14/12/2017;2077.55
15/12/2017;2085.54
18/12/2017;2104.02
19/12/2017;2096.34
20/12/2017;2095.44
21/12/2017;2100.78
22/12/2017;2099.59
25/12/2017;2099.94
26/12/2017;2099.31
27/12/2017;2103.19
28/12/2017;2106.89
29/12/2017;2103.45
01/01/2018;2103.47
02/01/2018;2116.04
03/01/2018;2125.65
04/01/2018;2142.75
05/01/2018;2156.6
08/01/2018;2157.96
09/01/2018;2161.78
10/01/2018;2162.29
11/01/2018;2171.78
12/01/2018;2185.31
15/01/2018;2193.95
16/01/2018;2188.39
17/01/2018;2199.93
18/01/2018;2196.73
19/01/2018;2207.4
22/01/2018;2221.01
23/01/2018;2230.05
24/01/2018;2232.3
25/01/2018;2234.38
26/01/2018;2248.93
29/01/2018;2234.22
30/01/2018;2214.11
31/01/2018;2213.24
01/02/2018;2212.53
02/02/2018;2171.54
05/02/2018;2103.64
06/02/2018;2098.85
07/02/2018;2101.07
08/02/2018;2045.01
09/02/2018;2050.9
12/02/2018;2075.91
13/02/2018;2080.68
14/02/2018;2105.86
15/02/2018;2130.94
16/02/2018;2137.91
19/02/2018;2135.94
20/02/2018;2126.22
21/02/2018;2118.36
22/02/2018;2117.17
23/02/2018;2140.91
26/02/2018;2159.67
27/02/2018;2140.57
28/02/2018;2117.99
01/03/2018;2089.98
02/03/2018;2089.84
05/03/2018;2106.58
06/03/2018;2117.77
07/03/2018;2115.98
08/03/2018;2125.28
09/03/2018;2149.32
12/03/2018;2154.26
13/03/2018;2144.6
14/03/2018;2134.51
15/03/2018;2133.35
16/03/2018;2134.05
19/03/2018;2110.4
20/03/2018;2110.91
21/03/2018;2109.18
22/03/2018;2072.94
23/03/2018;2036.55
26/03/2018;2069.13
27/03/2018;2055.55
28/03/2018;2047.75
29/03/2018;2065.53
30/03/2018;2066.85
02/04/2018;2038.54
03/04/2018;2048.8
04/04/2018;2061.31
05/04/2018;2080.69
06/04/2018;2052.78
09/04/2018;2061.19
10/04/2018;2090.11
11/04/2018;2082.57
12/04/2018;2090.89
13/04/2018;2088.98
16/04/2018;2099.82
17/04/2018;2116.43
18/04/2018;2123.77
19/04/2018;2115.93
20/04/2018;2099.73
23/04/2018;2097.22
24/04/2018;2081.52
25/04/2018;2076.74
26/04/2018;2092.44
27/04/2018;2096.05
30/04/2018;2086.51
01/05/2018;2083.77
02/05/2018;2076.69
03/05/2018;2071.37
04/05/2018;2089.44
07/05/2018;2096.86
08/05/2018;2095.07
09/05/2018;2109.84
10/05/2018;2123.53
11/05/2018;2131.96
14/05/2018;2136.09
15/05/2018;2119.98
16/05/2018;2122.97
17/05/2018;2125.56
18/05/2018;2120.8
21/05/2018;2130.72
22/05/2018;2128.78
23/05/2018;2122.9
24/05/2018;2117.73
25/05/2018;2110.8
28/05/2018;2107.14
29/05/2018;2083.27
30/05/2018;2100.42
31/05/2018;2092.92
01/06/2018;2109.19
04/06/2018;2121.86
05/06/2018;2119.36
06/06/2018;2136.74
07/06/2018;2137.57
08/06/2018;2137.74
11/06/2018;2144.2
12/06/2018;2145.36
13/06/2018;2140.2
14/06/2018;2142.02
15/06/2018;2134.15
18/06/2018;2125.79
19/06/2018;2111.44
20/06/2018;2117.76
21/06/2018;2105.93
22/06/2018;2114.9
25/06/2018;2085.59
26/06/2018;2088.41
27/06/2018;2076.3
28/06/2018;2079.62
29/06/2018;2089.3
02/07/2018;2082.08
03/07/2018;2082.05
04/07/2018;2082.17
05/07/2018;2096.19
06/07/2018;2113.74
09/07/2018;2131.14
10/07/2018;2135.87
11/07/2018;2117.3
12/07/2018;2130.86
13/07/2018;2134.6
16/07/2018;2132.79
17/07/2018;2138.15
18/07/2018;2142.24
19/07/2018;2134.84
20/07/2018;2139.17
23/07/2018;2139.44
24/07/2018;2151.08
25/07/2018;2161.76
26/07/2018;2161.93
27/07/2018;2156.11
30/07/2018;2148.25
31/07/2018;2153.1
01/08/2018;2149.36
02/08/2018;2147.58
03/08/2018;2155.39
06/08/2018;2157.34
07/08/2018;2166.85
08/08/2018;2166.15
09/08/2018;2163.69
10/08/2018;2139.84
13/08/2018;2127.47
14/08/2018;2137.36
15/08/2018;2115.7
16/08/2018;2131.05
17/08/2018;2138.11
20/08/2018;2145.24
21/08/2018;2151.79
22/08/2018;2155.99
23/08/2018;2149.22
24/08/2018;2161.61
27/08/2018;2179.95
28/08/2018;2182.5
29/08/2018;2190.75
30/08/2018;2181.56
31/08/2018;2175.5
03/09/2018;2173.42
04/09/2018;2162.83
05/09/2018;2152.77
06/09/2018;2144.03
07/09/2018;2137.6
10/09/2018;2142.64
11/09/2018;2147.67
12/09/2018;2152.7
13/09/2018;2162.68
14/09/2018;2166.59
17/09/2018;2160.53
18/09/2018;2172.27
19/09/2018;2177.74
20/09/2018;2195.68
21/09/2018;2200.01
24/09/2018;2193.01
25/09/2018;2194.2
26/09/2018;2189.31
27/09/2018;2188.71
28/09/2018;2184.01
01/10/2018;2188.18
02/10/2018;2183.62
03/10/2018;2183.63
04/10/2018;2165.43
05/10/2018;2151.42
08/10/2018;2143.56
09/10/2018;2138.46
10/10/2018;2089.1
11/10/2018;2044.95
12/10/2018;2063.43
15/10/2018;2055.11
16/10/2018;2091.21
17/10/2018;2089.5
18/10/2018;2064.47
19/10/2018;2062.33
22/10/2018;2053.44
23/10/2018;2033.89
24/10/2018;1988.62
25/10/2018;2006.27
26/10/2018;1981.89
29/10/2018;1975.7
30/10/2018;1997.19
31/10/2018;2021.98
01/11/2018;2040.93
02/11/2018;2036.7
05/11/2018;2040.68
06/11/2018;2050.65
07/11/2018;2084.45
08/11/2018;2082.47
09/11/2018;2063.16
12/11/2018;2028.62
13/11/2018;2026.52
14/11/2018;2015.14
15/11/2018;2026.3
16/11/2018;2031.76
19/11/2018;2009.61
20/11/2018;1976.91
21/11/2018;1984.73
22/11/2018;1984.03
23/11/2018;1975.09
26/11/2018;1999.2
27/11/2018;2000.07
28/11/2018;2029.78
29/11/2018;2034.89
30/11/2018;2041.36
03/12/2018;2066.62
04/12/2018;2016.89
05/12/2018;2008.63
06/12/2018;1990.85
07/12/2018;1965.24
10/12/2018;1952.83
11/12/2018;1954.65
12/12/2018;1975.88
13/12/2018;1974.41
14/12/2018;1942.55
17/12/2018;1914.33
18/12/2018;1908.16
19/12/2018;1892.71
20/12/2018;1862.82
21/12/2018;1834.97
24/12/2018;1802.95
25/12/2018;1795.28
26/12/2018;1850.7
27/12/2018;1862.38
28/12/2018;1870.8
31/12/2018;1883.9
01/01/2019;1883.93
02/01/2019;1881.15
03/01/2019;1853.18
04/01/2019;1904.18
07/01/2019;1919.75
08/01/2019;1935.79
09/01/2019;1950.99
10/01/2019;1957.69
11/01/2019;1957.17
14/01/2019;1948.16
15/01/2019;1963.61
16/01/2019;1966.5
17/01/2019;1975.61
18/01/2019;2000.76
21/01/2019;2000.77
22/01/2019;1978.83
23/01/2019;1980.15
24/01/2019;1983.23
25/01/2019;2001.86
28/01/2019;1989.18
29/01/2019;1989.6
30/01/2019;2010.95
31/01/2019;2028.49
01/02/2019;2029.55
04/02/2019;2037.76
05/02/2019;2051.36
06/02/2019;2047.11
07/02/2019;2026.94
08/02/2019;2020.53
11/02/2019;2021.6
12/02/2019;2045.12
13/02/2019;2052.76
14/02/2019;2047.56
15/02/2019;2066.58
18/02/2019;2072.62
19/02/2019;2075.91
20/02/2019;2083.64
21/02/2019;2077.44
22/02/2019;2086.97
25/02/2019;2091.83
26/02/2019;2091.7
27/02/2019;2092.12
28/02/2019;2085.84
01/03/2019;2096.35
04/03/2019;2090.4
05/03/2019;2087.5
06/03/2019;2078.69
07/03/2019;2061.41
08/03/2019;2051.12
11/03/2019;2074.66
12/03/2019;2083.38
13/03/2019;2095.67
14/03/2019;2096.32
15/03/2019;2108.78
18/03/2019;2117.99
19/03/2019;2121.47
20/03/2019;2112.05
21/03/2019;2127.93
22/03/2019;2094.81
25/03/2019;2087.06
26/03/2019;2102.62
27/03/2019;2094.02
28/03/2019;2095.18
29/03/2019;2107.74
01/04/2019;2131.79
02/04/2019;2131.71
03/04/2019;2143.02
04/04/2019;2142.75
05/04/2019;2149.85
08/04/2019;2152.89
09/04/2019;2143.2
10/04/2019;2147.99
11/04/2019;2147.61
12/04/2019;2159.39
15/04/2019;2161.14
16/04/2019;2163.08
17/04/2019;2160.94
18/04/2019;2160.21
19/04/2019;2160.36
22/04/2019;2161.58
23/04/2019;2174.39
24/04/2019;2168.81
25/04/2019;2165.36
26/04/2019;2173.82
29/04/2019;2175.59
30/04/2019;2178.67
01/05/2019;2170.03
02/05/2019;2161.11
03/05/2019;2177.77
06/05/2019;2166.66
07/05/2019;2135.49
08/05/2019;2131.9
09/05/2019;2119.31
10/05/2019;2126.32
13/05/2019;2086.46
14/05/2019;2098.76
15/05/2019;2110.4
16/05/2019;2126.06
17/05/2019;2116.5
20/05/2019;2104.64
21/05/2019;2117.66
22/05/2019;2111.78
23/05/2019;2087.46
24/05/2019;2095.03
27/05/2019;2096.43
28/05/2019;2084.57
29/05/2019;2064.8
30/05/2019;2066.48
31/05/2019;2046.25
03/06/2019;2045.06
04/06/2019;2077.66
05/06/2019;2095.83
06/06/2019;2104.18
07/06/2019;2126.88
10/06/2019;2135.51
11/06/2019;2139.74
12/06/2019;2134.42
13/06/2019;2136.96
14/06/2019;2130.95
17/06/2019;2130.86
18/06/2019;2150.91
19/06/2019;2161.6
20/06/2019;2183.36
21/06/2019;2178.16
24/06/2019;2178.17
25/06/2019;2163.73
26/06/2019;2158.41
27/06/2019;2166.48
28/06/2019;2178.35
01/07/2019;2192.24
02/07/2019;2198.55
03/07/2019;2213.35
04/07/2019;2215.17
05/07/2019;2205.57
08/07/2019;2194.62
09/07/2019;2193.65
10/07/2019;2201.14
11/07/2019;2205.35
12/07/2019;2212.65
